name,link_id,link_key,speed_sensor_id,count_sensor_id,from_node_id,to_node_id,link_type_name,direction,length,number_of_lanes,speed_limit,speed_at_capacity,lane_capacity_in_vhc_per_hour,link_type,jam_density,wave_speed,mode_code,grade,geometry,original_geometry,BPR_alpha_term,BPR_beta_term,number_of_left_turn_lanes,length_of_left_turn_lanes,number_of_right_turn_lanes,length_of_right_turn_lanes,from_approach,to_approach,reversed_link_id,orientation_code,loop_code,
,33374,33374_AB,,,45081,45687, Outlying CBD_Unmetered Ramps,1,0.12243,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.947839,33.436513,0.0 -111.948972,33.436642,0.0 -111.949071,33.436657,0.0 -111.949122,33.436676,0.0 -111.949187,33.436714,0.0 -111.949231,33.436748,0.0 -111.949265,33.436779,0.0 -111.949308,33.436825,0.0 -111.949333,33.436861,0.0 -111.949364,33.436908,0.0 -111.949383,33.436941,0.0 -111.949396,33.436973,0.0 -111.949419,33.437035,0.0 -111.949428,33.437083,0.0 -111.949432,33.437130,0.0 -111.949434,33.437273,0.0</coordinates></LineString>","<LineString><coordinates>-111.947839,33.436513,0.0 -111.948972,33.436642,0.0 -111.949071,33.436657,0.0 -111.949122,33.436676,0.0 -111.949187,33.436714,0.0 -111.949231,33.436748,0.0 -111.949265,33.436779,0.0 -111.949308,33.436825,0.0 -111.949333,33.436861,0.0 -111.949364,33.436908,0.0 -111.949383,33.436941,0.0 -111.949396,33.436973,0.0 -111.949419,33.437035,0.0 -111.949428,33.437083,0.0 -111.949432,33.437130,0.0 -111.949434,33.437273,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33406,33406_AB,,,45704,45705, Outlying CBD_Major Arterials ,1,0.00688,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909600,33.437283,0.0 -111.909705,33.437236,0.0</coordinates></LineString>","<LineString><coordinates>-111.909600,33.437283,0.0 -111.909705,33.437236,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33407,33407_AB,,,45706,45707, Outlying CBD_Major Arterials ,1,0.01827,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909528,33.435752,0.0 -111.909536,33.436017,0.0</coordinates></LineString>","<LineString><coordinates>-111.909528,33.435752,0.0 -111.909536,33.436017,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33408,33408_AB,,,45705,45168, Outlying CBD_Major Arterials ,1,0.06509,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909705,33.437236,0.0 -111.909677,33.436708,0.0 -111.909645,33.436293,0.0</coordinates></LineString>","<LineString><coordinates>-111.909705,33.437236,0.0 -111.909677,33.436708,0.0 -111.909645,33.436293,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33409,33409_AB,,,45705,45708, Outlying CBD_Unmetered Ramps,1,0.04824,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909705,33.437236,0.0 -111.909747,33.436848,0.0 -111.909783,33.436750,0.0 -111.909846,33.436672,0.0 -111.909920,33.436633,0.0 -111.909968,33.436630,0.0</coordinates></LineString>","<LineString><coordinates>-111.909705,33.437236,0.0 -111.909747,33.436848,0.0 -111.909783,33.436750,0.0 -111.909846,33.436672,0.0 -111.909920,33.436633,0.0 -111.909968,33.436630,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33410,33410_AB,,,45709,45704, Outlying CBD_Major Arterials ,1,0.03775,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909534,33.436757,0.0 -111.909525,33.437203,0.0 -111.909600,33.437283,0.0</coordinates></LineString>","<LineString><coordinates>-111.909534,33.436757,0.0 -111.909525,33.437203,0.0 -111.909600,33.437283,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33411,33411_AB,,,45167,45709, Outlying CBD_Unmetered Ramps,1,0.05992,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.910445,33.436493,0.0 -111.909741,33.436565,0.0 -111.909621,33.436609,0.0 -111.909559,33.436711,0.0 -111.909534,33.436757,0.0</coordinates></LineString>","<LineString><coordinates>-111.910445,33.436493,0.0 -111.909741,33.436565,0.0 -111.909621,33.436609,0.0 -111.909559,33.436711,0.0 -111.909534,33.436757,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33412,33412_AB,,,45707,45709, Outlying CBD_Major Arterials ,1,0.05101,2,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909536,33.436017,0.0 -111.909544,33.436298,0.0 -111.909534,33.436757,0.0</coordinates></LineString>","<LineString><coordinates>-111.909536,33.436017,0.0 -111.909544,33.436298,0.0 -111.909534,33.436757,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33413,33413_AB,,,45707,45708, Outlying CBD_Unmetered Ramps,1,0.05898,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909536,33.436017,0.0 -111.909570,33.436369,0.0 -111.909606,33.436506,0.0 -111.909635,33.436557,0.0 -111.909763,33.436637,0.0 -111.909968,33.436630,0.0</coordinates></LineString>","<LineString><coordinates>-111.909536,33.436017,0.0 -111.909570,33.436369,0.0 -111.909606,33.436506,0.0 -111.909635,33.436557,0.0 -111.909763,33.436637,0.0 -111.909968,33.436630,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33414,33414_AB,,,45168,45706, Outlying CBD_Major Arterials ,1,0.03871,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.909645,33.436293,0.0 -111.909616,33.435878,0.0 -111.909528,33.435752,0.0</coordinates></LineString>","<LineString><coordinates>-111.909645,33.436293,0.0 -111.909616,33.435878,0.0 -111.909528,33.435752,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33415,33415_AB,,,45158,45710, Outlying CBD_Unmetered Ramps,1,0.03118,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926341,33.436750,0.0 -111.926462,33.436616,0.0 -111.926625,33.436520,0.0 -111.926746,33.436461,0.0</coordinates></LineString>","<LineString><coordinates>-111.926341,33.436750,0.0 -111.926462,33.436616,0.0 -111.926625,33.436520,0.0 -111.926746,33.436461,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33416,33416_AB,,,45164,45157, Outlying CBD_Major Arterials ,1,0.05650,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926137,33.436777,0.0 -111.926136,33.437031,0.0 -111.926267,33.437586,0.0</coordinates></LineString>","<LineString><coordinates>-111.926137,33.436777,0.0 -111.926136,33.437031,0.0 -111.926267,33.437586,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33417,33417_AB,,,45161,45164, Outlying CBD_Major Arterials ,1,0.04624,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926141,33.436106,0.0 -111.926137,33.436777,0.0</coordinates></LineString>","<LineString><coordinates>-111.926141,33.436106,0.0 -111.926137,33.436777,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33418,33418_AB,,,45161,45710, Outlying CBD_Unmetered Ramps,1,0.04810,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926141,33.436106,0.0 -111.926205,33.436279,0.0 -111.926269,33.436319,0.0 -111.926375,33.436403,0.0 -111.926407,33.436422,0.0 -111.926463,33.436453,0.0 -111.926575,33.436467,0.0 -111.926746,33.436461,0.0</coordinates></LineString>","<LineString><coordinates>-111.926141,33.436106,0.0 -111.926205,33.436279,0.0 -111.926269,33.436319,0.0 -111.926375,33.436403,0.0 -111.926407,33.436422,0.0 -111.926463,33.436453,0.0 -111.926575,33.436467,0.0 -111.926746,33.436461,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33419,33419_AB,,,45160,18256, Outlying CBD_Unmetered Ramps,1,0.06088,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926148,33.435252,0.0 -111.926057,33.435549,0.0 -111.925936,33.435645,0.0 -111.925772,33.435668,0.0 -111.925417,33.435674,0.0</coordinates></LineString>","<LineString><coordinates>-111.926148,33.435252,0.0 -111.926057,33.435549,0.0 -111.925936,33.435645,0.0 -111.925772,33.435668,0.0 -111.925417,33.435674,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33420,33420_AB,,,45163,18256, Outlying CBD_Unmetered Ramps,1,0.06261,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926332,33.436097,0.0 -111.925993,33.435817,0.0 -111.925851,33.435746,0.0 -111.925417,33.435674,0.0</coordinates></LineString>","<LineString><coordinates>-111.926332,33.436097,0.0 -111.925993,33.435817,0.0 -111.925851,33.435746,0.0 -111.925417,33.435674,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33421,33421_AB,,,45155,45159, Outlying CBD_Unmetered Ramps,1,0.01320,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926386,33.435708,0.0 -111.926327,33.435523,0.0</coordinates></LineString>","<LineString><coordinates>-111.926386,33.435708,0.0 -111.926327,33.435523,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33422,33422_AB,,,45155,45161, Outlying CBD_Unmetered Ramps,1,0.03554,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.926386,33.435708,0.0 -111.926234,33.435744,0.0 -111.926169,33.435807,0.0 -111.926141,33.436106,0.0</coordinates></LineString>","<LineString><coordinates>-111.926386,33.435708,0.0 -111.926234,33.435744,0.0 -111.926169,33.435807,0.0 -111.926141,33.436106,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33423,33423_AB,,,45712,45713, Outlying CBD_Collectors,1,0.00678,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949447,33.437422,0.0 -111.949534,33.437356,0.0</coordinates></LineString>","<LineString><coordinates>-111.949447,33.437422,0.0 -111.949534,33.437356,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33424,33424_AB,,,45714,45715, Outlying CBD_Collectors,1,0.01588,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949579,33.436738,0.0 -111.949596,33.436508,0.0</coordinates></LineString>","<LineString><coordinates>-111.949579,33.436738,0.0 -111.949596,33.436508,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33425,33425_AB,,,45716,45717, Outlying CBD_Unmetered Ramps,1,0.06448,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.950403,33.435568,0.0 -111.949291,33.435490,0.0</coordinates></LineString>","<LineString><coordinates>-111.950403,33.435568,0.0 -111.949291,33.435490,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33426,33426_AB,,,45716,45718, Outlying CBD_Unmetered Ramps,1,0.05330,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.950403,33.435568,0.0 -111.949751,33.435561,0.0 -111.949644,33.435585,0.0 -111.949555,33.435696,0.0</coordinates></LineString>","<LineString><coordinates>-111.950403,33.435568,0.0 -111.949751,33.435561,0.0 -111.949644,33.435585,0.0 -111.949555,33.435696,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33427,33427_AB,,,45687,45712, Outlying CBD_Collectors,1,0.01030,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949434,33.437273,0.0 -111.949447,33.437422,0.0</coordinates></LineString>","<LineString><coordinates>-111.949434,33.437273,0.0 -111.949447,33.437422,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33429,33429_AB,,,45719,45720, Outlying CBD_Unmetered Ramps,1,0.04909,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949506,33.436441,0.0 -111.949541,33.436582,0.0 -111.949716,33.436656,0.0 -111.950194,33.436707,0.0</coordinates></LineString>","<LineString><coordinates>-111.949506,33.436441,0.0 -111.949541,33.436582,0.0 -111.949716,33.436656,0.0 -111.950194,33.436707,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33430,33430_AB,,,45713,45714, Outlying CBD_Collectors,1,0.04267,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949534,33.437356,0.0 -111.949579,33.436738,0.0</coordinates></LineString>","<LineString><coordinates>-111.949534,33.437356,0.0 -111.949579,33.436738,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33431,33431_AB,,,45713,45720, Outlying CBD_Unmetered Ramps,1,0.06689,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949534,33.437356,0.0 -111.949591,33.437039,0.0 -111.949673,33.436920,0.0 -111.949794,33.436800,0.0 -111.949907,33.436746,0.0 -111.950183,33.436713,0.0 -111.950190,33.436713,0.0 -111.950194,33.436707,0.0</coordinates></LineString>","<LineString><coordinates>-111.949534,33.437356,0.0 -111.949591,33.437039,0.0 -111.949673,33.436920,0.0 -111.949794,33.436800,0.0 -111.949907,33.436746,0.0 -111.950183,33.436713,0.0 -111.950190,33.436713,0.0 -111.950194,33.436707,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33432,33432_AB,,,45082,45720, Outlying CBD_Unmetered Ramps,1,0.03697,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949556,33.436667,0.0 -111.950194,33.436707,0.0</coordinates></LineString>","<LineString><coordinates>-111.949556,33.436667,0.0 -111.950194,33.436707,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33433,33433_AB,,,45715,45717, Outlying CBD_Unmetered Ramps,1,0.08050,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949596,33.436508,0.0 -111.949651,33.435756,0.0 -111.949580,33.435642,0.0 -111.949291,33.435490,0.0</coordinates></LineString>","<LineString><coordinates>-111.949596,33.436508,0.0 -111.949651,33.435756,0.0 -111.949580,33.435642,0.0 -111.949291,33.435490,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33434,33434_AB,,,45082,45715, Outlying CBD_Unmetered Ramps,1,0.01120,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949556,33.436667,0.0 -111.949596,33.436508,0.0</coordinates></LineString>","<LineString><coordinates>-111.949556,33.436667,0.0 -111.949596,33.436508,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33435,33435_AB,,,45718,45719, Outlying CBD_Collectors,1,0.05142,2,28.0000,28.0000,525.0000,203,190.0,12.0,"",0.0,"<LineString><coordinates>-111.949555,33.435696,0.0 -111.949506,33.436441,0.0</coordinates></LineString>","<LineString><coordinates>-111.949555,33.435696,0.0 -111.949506,33.436441,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33436,33436_AB,,,45721,45716, Outlying CBD_Metered Ramps ,1,0.00901,2,30.0000,30.0000,1075.0000,208,190.0,12.0,"",0.0,"<LineString><coordinates>-111.950558,33.435582,0.0 -111.950403,33.435568,0.0</coordinates></LineString>","<LineString><coordinates>-111.950558,33.435582,0.0 -111.950403,33.435568,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33437,33437_AB,,,45722,45723, Outlying CBD_Major Arterials ,1,0.01318,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960899,33.436619,0.0 -111.960753,33.436766,0.0</coordinates></LineString>","<LineString><coordinates>-111.960899,33.436619,0.0 -111.960753,33.436766,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33438,33438_AB,,,45071,45077, Outlying CBD_Unmetered Ramps,1,0.07939,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.959533,33.438074,0.0 -111.960416,33.438421,0.0 -111.960526,33.438487,0.0 -111.960573,33.438551,0.0 -111.960617,33.438692,0.0</coordinates></LineString>","<LineString><coordinates>-111.959533,33.438074,0.0 -111.960416,33.438421,0.0 -111.960526,33.438487,0.0 -111.960573,33.438551,0.0 -111.960617,33.438692,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33439,33439_AB,,,45080,45724, Outlying CBD_Unmetered Ramps,1,0.01684,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960598,33.438438,0.0 -111.960868,33.438530,0.0</coordinates></LineString>","<LineString><coordinates>-111.960598,33.438438,0.0 -111.960868,33.438530,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33440,33440_AB,,,45080,45077, Outlying CBD_Unmetered Ramps,1,0.01754,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960598,33.438438,0.0 -111.960617,33.438692,0.0</coordinates></LineString>","<LineString><coordinates>-111.960598,33.438438,0.0 -111.960617,33.438692,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33441,33441_AB,,,45725,45726, Outlying CBD_Major Arterials ,1,0.05735,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960920,33.438334,0.0 -111.960972,33.437503,0.0</coordinates></LineString>","<LineString><coordinates>-111.960920,33.438334,0.0 -111.960972,33.437503,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33442,33442_AB,,,45071,45725, Outlying CBD_Unmetered Ramps,1,0.08738,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.959533,33.438074,0.0 -111.960692,33.438421,0.0 -111.960785,33.438425,0.0 -111.960830,33.438419,0.0 -111.960896,33.438385,0.0 -111.960920,33.438334,0.0</coordinates></LineString>","<LineString><coordinates>-111.959533,33.438074,0.0 -111.960692,33.438421,0.0 -111.960785,33.438425,0.0 -111.960830,33.438419,0.0 -111.960896,33.438385,0.0 -111.960920,33.438334,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33443,33443_AB,,,45724,45727, Outlying CBD_Unmetered Ramps,1,0.03363,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960868,33.438530,0.0 -111.961407,33.438714,0.0</coordinates></LineString>","<LineString><coordinates>-111.960868,33.438530,0.0 -111.961407,33.438714,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33444,33444_AB,,,45724,45725, Outlying CBD_Unmetered Ramps,1,0.01384,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960868,33.438530,0.0 -111.960920,33.438334,0.0</coordinates></LineString>","<LineString><coordinates>-111.960868,33.438530,0.0 -111.960920,33.438334,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33445,33445_AB,,,45728,45077, Outlying CBD_Major Arterials ,1,0.04329,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960661,33.438065,0.0 -111.960617,33.438692,0.0</coordinates></LineString>","<LineString><coordinates>-111.960661,33.438065,0.0 -111.960617,33.438692,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33446,33446_AB,,,45728,45727, Outlying CBD_Unmetered Ramps,1,0.06598,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960661,33.438065,0.0 -111.960759,33.438340,0.0 -111.960849,33.438439,0.0 -111.960954,33.438519,0.0 -111.961407,33.438714,0.0</coordinates></LineString>","<LineString><coordinates>-111.960661,33.438065,0.0 -111.960759,33.438340,0.0 -111.960849,33.438439,0.0 -111.960954,33.438519,0.0 -111.961407,33.438714,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33447,33447_AB,,,45073,45725, Outlying CBD_Major Arterials ,1,0.06404,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960862,33.439262,0.0 -111.960920,33.438334,0.0</coordinates></LineString>","<LineString><coordinates>-111.960862,33.439262,0.0 -111.960920,33.438334,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33448,33448_AB,,,45073,45727, Outlying CBD_Unmetered Ramps,1,0.06582,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960862,33.439262,0.0 -111.960908,33.439059,0.0 -111.960961,33.438825,0.0 -111.960968,33.438718,0.0 -111.961010,33.438668,0.0 -111.961094,33.438652,0.0 -111.961407,33.438714,0.0</coordinates></LineString>","<LineString><coordinates>-111.960862,33.439262,0.0 -111.960908,33.439059,0.0 -111.960961,33.438825,0.0 -111.960968,33.438718,0.0 -111.961010,33.438668,0.0 -111.961094,33.438652,0.0 -111.961407,33.438714,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33449,33449_AB,,,45726,45729, Outlying CBD_Major Arterials ,1,0.03354,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960972,33.437503,0.0 -111.961002,33.437017,0.0</coordinates></LineString>","<LineString><coordinates>-111.960972,33.437503,0.0 -111.961002,33.437017,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33450,33450_AB,,,45726,45730, Outlying CBD_Unmetered Ramps,1,0.05209,2,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960972,33.437503,0.0 -111.960915,33.437288,0.0 -111.960854,33.437202,0.0 -111.960685,33.437171,0.0 -111.960347,33.437107,0.0</coordinates></LineString>","<LineString><coordinates>-111.960972,33.437503,0.0 -111.960915,33.437288,0.0 -111.960854,33.437202,0.0 -111.960685,33.437171,0.0 -111.960347,33.437107,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33451,33451_AB,,,45723,45731, Outlying CBD_Major Arterials ,1,0.04073,3,40.0000,40.0000,812.0000,206,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960753,33.436766,0.0 -111.960711,33.437356,0.0</coordinates></LineString>","<LineString><coordinates>-111.960753,33.436766,0.0 -111.960711,33.437356,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
,33452,33452_AB,,,45723,45730, Outlying CBD_Unmetered Ramps,1,0.03925,1,40.0000,40.0000,1235.0000,207,190.0,12.0,"",0.0,"<LineString><coordinates>-111.960753,33.436766,0.0 -111.960692,33.436864,0.0 -111.960678,33.436991,0.0 -111.960609,33.437085,0.0 -111.960483,33.437101,0.0 -111.960347,33.437107,0.0</coordinates></LineString>","<LineString><coordinates>-111.960753,33.436766,0.0 -111.960692,33.436864,0.0 -111.960678,33.436991,0.0 -111.960609,33.437085,0.0 -111.960483,33.437101,0.0 -111.960347,33.437107,0.0</coordinates></LineString>",0.1500,4.0000,0,0.00000,0,0.00000,N,N,0,,,
